Description,GeoAreaName,Year,Value
Proportion of women in managerial positions (%),Czechia,2018,26.76
Proportion of women in managerial positions (%),Czechia,2019,26.8
Proportion of women in managerial positions (%),Czechia,2020,27.78
Proportion of women in managerial positions (%),Benin,2018,13.75
Proportion of women in managerial positions (%),Denmark,2000,24.19
Proportion of women in managerial positions (%),Denmark,2001,20.97
Proportion of women in managerial positions (%),Denmark,2002,21.37
Proportion of women in managerial positions (%),Denmark,2003,25.77
Proportion of women in managerial positions (%),Denmark,2004,23.76
Proportion of women in managerial positions (%),Denmark,2005,24.19
Proportion of women in managerial positions (%),Denmark,2006,24.5
Proportion of women in managerial positions (%),Denmark,2007,28.3
Proportion of women in managerial positions (%),Denmark,2008,23.64
Proportion of women in managerial positions (%),Denmark,2009,24.57
Proportion of women in managerial positions (%),Denmark,2010,21.91
Proportion of women in managerial positions (%),Denmark,2011,27.82
Proportion of women in managerial positions (%),Denmark,2012,28.36
Proportion of women in managerial positions (%),Denmark,2013,26.73
Proportion of women in managerial positions (%),Denmark,2014,26.01
Proportion of women in managerial positions (%),Denmark,2015,26.31
Proportion of women in managerial positions (%),Denmark,2016,27.49
Proportion of women in managerial positions (%),Denmark,2017,26.26
Proportion of women in managerial positions (%),Denmark,2018,26.08
Proportion of women in managerial positions (%),Denmark,2019,26.76
Proportion of women in managerial positions (%),Denmark,2020,27.86
Proportion of women in managerial positions (%),Dominica,2001,48.41
Proportion of women in managerial positions (%),Dominican Republic,2000,30.2
Proportion of women in managerial positions (%),Dominican Republic,2001,30.67
Proportion of women in managerial positions (%),Dominican Republic,2002,30.24
Proportion of women in managerial positions (%),Dominican Republic,2003,31.07
Proportion of women in managerial positions (%),Dominican Republic,2004,32.85
Proportion of women in managerial positions (%),Dominican Republic,2005,32.38
Proportion of women in managerial positions (%),Dominican Republic,2006,37.66
Proportion of women in managerial positions (%),Dominican Republic,2007,30.79
Proportion of women in managerial positions (%),Dominican Republic,2008,34.93
Proportion of women in managerial positions (%),Dominican Republic,2009,31.09
Proportion of women in managerial positions (%),Dominican Republic,2010,34.2
Proportion of women in managerial positions (%),Dominican Republic,2011,42.47
Proportion of women in managerial positions (%),Dominican Republic,2012,40.88
Proportion of women in managerial positions (%),Dominican Republic,2013,36.87
Proportion of women in managerial positions (%),Dominican Republic,2014,35.33
Proportion of women in managerial positions (%),Dominican Republic,2015,37.2
Proportion of women in managerial positions (%),Dominican Republic,2016,36.64
Proportion of women in managerial positions (%),Dominican Republic,2017,41.06
Proportion of women in managerial positions (%),Dominican Republic,2018,40.73
Proportion of women in managerial positions (%),Dominican Republic,2019,40.37
Proportion of women in managerial positions (%),Dominican Republic,2020,38.2
Proportion of women in managerial positions (%),Ecuador,2000,29.3
Proportion of women in managerial positions (%),Ecuador,2001,26.48
Proportion of women in managerial positions (%),Ecuador,2002,25.02
Proportion of women in managerial positions (%),Ecuador,2003,34.89
Proportion of women in managerial positions (%),Ecuador,2004,32.24
Proportion of women in managerial positions (%),Ecuador,2005,34.08
Proportion of women in managerial positions (%),Ecuador,2006,27.27
Proportion of women in managerial positions (%),Ecuador,2007,37.02
Proportion of women in managerial positions (%),Ecuador,2008,31.95
Proportion of women in managerial positions (%),Ecuador,2009,32.17
Proportion of women in managerial positions (%),Ecuador,2010,32.52
Proportion of women in managerial positions (%),Ecuador,2011,40.06
Proportion of women in managerial positions (%),Ecuador,2012,38.47
Proportion of women in managerial positions (%),Ecuador,2013,35.38
Proportion of women in managerial positions (%),Ecuador,2014,34.61
Proportion of women in managerial positions (%),Ecuador,2015,32.91
Proportion of women in managerial positions (%),Ecuador,2016,35.37
Proportion of women in managerial positions (%),Ecuador,2017,34.75
Proportion of women in managerial positions (%),Ecuador,2018,35.66
Proportion of women in managerial positions (%),Ecuador,2019,36.44
Proportion of women in managerial positions (%),Ecuador,2020,38.6
Proportion of women in managerial positions (%),Ecuador,2021,37.33
Proportion of women in managerial positions (%),El Salvador,2000,26.09
Proportion of women in managerial positions (%),El Salvador,2001,25.35
Proportion of women in managerial positions (%),El Salvador,2002,25.72
Proportion of women in managerial positions (%),El Salvador,2003,32.1
Proportion of women in managerial positions (%),El Salvador,2004,32.99
Proportion of women in managerial positions (%),El Salvador,2005,27.35
Proportion of women in managerial positions (%),El Salvador,2006,28.83
Proportion of women in managerial positions (%),El Salvador,2007,24.66
Proportion of women in managerial positions (%),El Salvador,2008,38.07
Proportion of women in managerial positions (%),El Salvador,2009,37.88
Proportion of women in managerial positions (%),El Salvador,2010,28.95
Proportion of women in managerial positions (%),El Salvador,2011,35.8
Proportion of women in managerial positions (%),El Salvador,2012,37.11
Proportion of women in managerial positions (%),El Salvador,2013,43.54
Proportion of women in managerial positions (%),El Salvador,2014,38.19
Proportion of women in managerial positions (%),El Salvador,2015,40.91
Proportion of women in managerial positions (%),El Salvador,2016,35.26
Proportion of women in managerial positions (%),El Salvador,2017,32.38
Proportion of women in managerial positions (%),El Salvador,2018,35.35
Proportion of women in managerial positions (%),El Salvador,2019,44.27
Proportion of women in managerial positions (%),El Salvador,2020,46.7
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2000,14.07
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2001,15.01
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2002,14.79
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2003,15.01
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2004,15.29
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2005,15.94
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2006,17.41
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2007,17.66
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2008,18.3
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2009,18.34
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2010,19.18
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2011,20.01
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2012,21.58
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2013,21.94
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2014,22.57
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2015,22.95
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2016,23.35
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2017,24.71
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2018,24.71
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2019,25.32
Proportion of women in managerial positions (%),Eastern Asia (excluding Japan and China),2020,26.13
Proportion of women in managerial positions (%),Ethiopia,2005,20.1
Proportion of women in managerial positions (%),Ethiopia,2013,26.52
Proportion of women in managerial positions (%),Estonia,2000,40.38
Proportion of women in managerial positions (%),Estonia,2001,36.9
Proportion of women in managerial positions (%),Estonia,2002,37.93
Proportion of women in managerial positions (%),Estonia,2003,31.23
Proportion of women in managerial positions (%),Estonia,2004,35.18
Proportion of women in managerial positions (%),Estonia,2005,37.22
Proportion of women in managerial positions (%),Estonia,2006,33.01
Proportion of women in managerial positions (%),Estonia,2007,33.52
Proportion of women in managerial positions (%),Estonia,2008,35.94
Proportion of women in managerial positions (%),Estonia,2009,35.32
Proportion of women in managerial positions (%),Estonia,2010,36.08
Proportion of women in managerial positions (%),Estonia,2011,35.36
Proportion of women in managerial positions (%),Estonia,2012,31.79
Proportion of women in managerial positions (%),Estonia,2013,33.39
Proportion of women in managerial positions (%),Estonia,2014,32.6
Proportion of women in managerial positions (%),Estonia,2015,30.72
Proportion of women in managerial positions (%),Estonia,2016,36.24
Proportion of women in managerial positions (%),Estonia,2017,38.51
Proportion of women in managerial positions (%),Estonia,2018,36.07
Proportion of women in managerial positions (%),Estonia,2019,37.16
Proportion of women in managerial positions (%),Estonia,2020,37.43
Proportion of women in managerial positions (%),Fiji,2004,27.16
Proportion of women in managerial positions (%),Fiji,2005,31.72
Proportion of women in managerial positions (%),Fiji,2007,23.77
Proportion of women in managerial positions (%),Fiji,2011,31.5
Proportion of women in managerial positions (%),Fiji,2014,30.42
Proportion of women in managerial positions (%),Fiji,2016,38.89
Proportion of women in managerial positions (%),Finland,2000,26.64
